ID,splitsample,right_VT,split_trials,split_video,FS1a,epistemic,epistemic_1,epistemic_4,epistemic_5,epistemic_6,epistemic_9,epistemic_10,FS2_1,FS2_2,FS2_3,FS2_4,FS2_5,FS2_6,FS2_7,FS2_8,FS2_9,FS2_10,FS2_11,FS2_12,FS2_13,FS2_14,brexdentity,NFC,NFC_1,NFC_2,NFC_3,NFC_4,NFC_5,NFC_6,NFC_7,NFC_8,CRT1,CRT2,CRT3,AOT17,AOT17_1,AOT17_2,AOT17_3,AOT17_4,AOT17_5,AOT17_6,AOT17_7,AOT17_8,AOT17_9,AOT17_10,AOT17_11,AOT17_12,AOT17_13,AOT17_14,AOT17_15,AOT17_16,AOT17_17,remain_identity_strength,remain_identity_strength_1,remain_identity_strength_4,remain_identity_strength_5,leave_identity_strength,leave_identity_strength_1,leave_identity_strength_4,leave_identity_strength_5,partisanvideo,controlvideo,partisan_brex_thermometer,t1_1,t1_2,scapegoating_leave_reaction,scapegoating_leave_sharing,scapegoating_leave_sharing_1,scapegoating_leave_click,scapegoating_leave_click_1,scapegoating_remain_reaction,scapegoating_remain_sharing,scapegoating_remain_sharing_1,scapegoating_remain_click,scapegoating_remain_click_1,scape_control_leave_reaction,scape_control_leave_sharing,scape_control_leave_sharing_1,scape_control_leave_click,scape_control_leave_click_1,scape_control_remain_reaction,scape_control_remain_sharing,scape_control_remain_sharing_1,scape_control_remain_click,scape_control_remain_click_1,adhominem_leave_reaction,adhominem_leave_sharing,adhominem_leave_sharing_1,adhominem_leave_click,adhominem_leave_click_1,adhominem_remain_reaction,adhominem_remain_sharing,adhominem_remain_sharing_1,adhominem_remain_click,adhominem_remain_click_1,adhom_control_leave_reaction,adhom_control_leave_sharing,adhom_control_leave_sharing_1,adhom_control_leave_click,adhom_control_leave_click_1,adhom_control_remain_reaction,adhom_control_remain_sharing,adhom_control_remain_sharing_1,adhom_control_remain_click,adhom_control_remain_click_1,emotional_leave_reaction,emotional_leave_sharing,emotional_leave_sharing_1,emotional_leave_click,emotional_leave_click_1,emotional_remain_reaction,emotional_remain_sharing,emotional_remain_sharing_1,emotional_remain_click,emotional_remain_click_1,emotional_control_leave_reaction,emotional_control_leave_sharing,emotional_control_leave_sharing_1,emotional_control_leave_click,emotional_control_leave_click_1,emotional_control_remain_reaction,emotional_control_remain_sharing,emotional_control_remain_sharing_1,emotional_control_remain_click,emotional_control_remain_click_1,age,profile_gender
482,2,1,1,1,1,1,2,3,1,3,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,1,1,1,4,1,1,1,7,0.1,5,24,1,4,97,5,5,2,97,3,5,6,5,6,5,6,97,3,2,6,1,3,4,5,9,999,999,999,1,-9,1,999,0,99,9,999,9,999,3,1,1,1,5,99,9,999,9,999,3,1,5,1,5,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,49,1
483,1,1,1,1,3,1,2,2,1,1,5,5,1,2,2,2,2,2,1,2,2,2,1,2,2,2,2,1,1,1,1,3,2,1,1,7,0.05,20,47,1,1,2,1,1,1,5,1,1,1,6,6,6,6,5,2,1,2,1,4,4,3,9,999,999,999,1,-9,1,999,52,99,9,999,9,999,8,1,2,1,2,99,9,999,9,999,5,1,5,1,7,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,48,2
484,1,1,3,1,2,1,4,4,1,3,5,5,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,1,1,1,2,1,1,1,6,0.05,5,24,1,1,4,1,1,3,1,1,5,5,6,6,5,6,5,3,4,5,1,5,4,4,9,999,999,999,1,-9,1,999,19,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,3,1,1,1,6,99,9,999,9,999,2,1,1,1,6,76,2
485,5,1,3,1,3,1,2,4,3,2,5,1,1,1,1,2,1,1,2,2,2,2,2,2,2,2,2,1,1,1,1,1,2,1,1,7,0.1,100,-7,1,97,97,1,97,3,97,2,3,3,4,5,5,4,4,4,3,4,1,5,5,5,9,999,999,999,1,-9,1,999,5,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,1,1,10,1,10,99,9,999,9,999,3,1,6,1,8,63,1
486,3,1,2,1,3,1,4,4,5,5,5,5,2,2,1,2,2,2,2,1,2,1,1,2,2,2,2,1,1,1,1,3,4,2,1,7,0.05,5,47,1,1,3,2,2,1,5,2,2,2,4,4,4,5,4,3,3,3,1,3,4,3,9,999,999,999,1,-9,1,999,33,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,8,1,2,1,2,99,9,999,9,999,5,1,2,1,3,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,66,2
487,5,1,1,1,1,1,5,4,1,5,5,4,1,1,1,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,3,3,3,2,2,7,0.1,-7,24,1,6,5,4,6,2,4,3,3,4,3,5,6,3,5,5,3,4,1,2,5,5,9,999,999,999,1,-9,1,999,10,99,9,999,9,999,3,1,10,1,10,99,9,999,9,999,3,1,9,1,10,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,41,1
488,5,1,3,2,5,1,1,1,4,1,5,5,2,2,2,2,1,2,1,2,1,2,1,2,2,2,2,1,1,2,1,1,2,1,1,4,0.5,5,24,1,1,1,1,1,1,1,1,3,3,6,6,5,6,4,4,2,4,1,2,4,4,9,999,999,999,-9,1,1,999,25,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,8,1,1,1,1,99,9,999,9,999,8,1,2,1,1,62,2
489,3,1,1,1,5,1,4,4,4,4,4,5,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,1,1,1,1,1,2,2,1,6,0.1,100,47,1,2,2,2,3,97,4,1,2,1,6,6,5,6,4,1,1,3,1,4,4,4,9,999,999,999,1,-9,1,999,51,99,9,999,9,999,3,1,3,1,3,99,9,999,9,999,3,1,5,1,5,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,47,1
490,4,1,3,1,3,1,3,3,3,4,4,3,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,5,5,4,4,4,5,5,4,-7,-7,-7,1,97,3,4,3,5,3,4,4,97,97,4,4,4,4,4,4,4,1,3,3,3,9,999,999,999,1,-9,1,999,997,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,6,1,8,1,8,99,9,999,9,999,5,1,8,1,7,45,1
491,1,1,2,2,1,1,2,1,4,4,5,5,1,1,1,2,1,1,1,1,1,1,1,1,2,2,2,1,1,5,3,5,3,4,1,7,0.1,5,47,1,2,97,1,1,2,3,1,1,1,6,6,5,6,5,97,5,6,1,99,99,3,9,999,999,999,-9,1,1,999,2,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,1,1,8,1,9,99,9,999,9,999,1,1,7,1,8,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,52,2
492,4,1,2,1,2,1,3,1,5,4,4,3,1,2,1,2,2,1,2,1,2,2,1,2,2,2,2,1,1,4,4,5,6,4,1,4,0.1,5,47,1,3,4,1,5,2,3,1,5,4,4,4,5,5,1,1,3,5,1,4,3,4,9,999,999,999,1,-9,1,999,66,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,6,1,6,1,7,99,9,999,9,999,2,1,4,1,4,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,52,1
493,5,1,1,1,5,1,2,2,4,2,5,5,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,1,2,3,3,2,3,1,6,0.1,100,24,1,1,2,2,2,2,1,2,1,1,5,5,5,5,5,3,4,4,1,3,4,4,9,999,999,999,1,-9,1,999,50,99,9,999,9,999,3,1,3,1,4,99,9,999,9,999,3,1,4,1,4,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,52,2
494,6,1,1,2,3,1,4,3,5,5,4,4,1,2,2,2,2,2,1,2,2,2,2,1,2,2,2,1,1,4,3,1,3,2,1,6,10,5,24,1,3,3,1,2,1,1,2,4,97,4,4,6,4,4,4,1,3,1,2,4,4,9,999,999,999,-9,1,1,999,13,99,9,999,9,999,3,1,9,1,8,99,9,999,9,999,3,1,7,1,7,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,76,2
495,6,1,1,1,5,1,4,4,3,4,5,5,1,2,2,2,1,1,2,2,2,2,2,2,2,2,2,1,1,1,1,2,3,1,1,7,0.1,100,47,1,4,3,2,2,1,4,1,3,4,4,4,5,4,4,4,4,2,1,1,2,3,9,999,999,999,1,-9,1,999,27,99,9,999,9,999,3,1,6,1,7,99,9,999,9,999,3,1,3,1,6,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,59,1
496,4,1,2,1,3,1,2,3,3,4,5,5,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,3,3,1,1,7,-7,1,47,1,1,3,1,1,3,1,1,1,1,6,6,4,6,5,4,2,6,1,3,4,4,9,999,999,999,1,-9,1,999,15,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,8,1,4,1,4,99,9,999,9,999,1,1,6,1,6,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,49,2
497,2,1,1,1,3,1,5,5,5,5,3,3,2,1,1,2,1,2,1,2,2,2,2,2,2,2,2,1,1,1,6,6,7,5,1,6,0.05,5,47,1,2,2,1,1,2,1,1,4,2,6,6,6,6,4,6,1,6,1,1,1,1,9,999,999,999,1,-9,1,999,0,99,9,999,9,999,8,1,1,1,1,99,9,999,9,999,8,1,3,1,10,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,24,2
498,6,1,1,1,1,1,4,4,5,5,5,5,2,2,1,2,1,1,1,1,1,2,1,1,2,2,2,1,2,1,4,1,3,1,4,7,0.1,100,1,1,5,97,5,4,1,4,1,4,6,4,5,5,5,4,5,5,4,1,4,4,4,9,999,999,999,1,-9,1,999,25,99,9,999,9,999,3,1,8,1,8,99,9,999,9,999,5,1,8,1,8,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,68,1
499,1,1,3,2,1,1,5,3,4,5,5,5,1,2,1,2,1,1,1,2,2,2,2,2,2,2,2,1,1,2,1,2,6,1,1,7,10,100,0.47,1,3,1,2,2,1,1,1,2,1,6,6,6,6,5,4,2,4,1,4,4,4,9,999,999,999,-9,1,1,999,26,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,6,1,4,1,8,99,9,999,9,999,5,1,4,1,8,81,2
500,3,1,2,1,4,1,5,4,4,3,5,5,1,2,2,2,1,2,1,2,2,2,2,2,2,2,2,1,1,1,2,1,3,1,1,7,0.1,5,24,1,1,6,2,2,1,5,1,2,97,4,5,4,5,5,2,1,5,1,2,3,3,9,999,999,999,1,-9,1,999,49,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,2,1,9,1,9,99,9,999,9,999,1,1,2,1,8,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,60,2
501,1,1,1,2,5,1,4,4,4,4,4,4,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,2,5,4,5,5,2,2,5,0.1,100,47,1,4,4,1,1,1,1,2,2,2,3,5,5,5,4,2,2,4,1,3,4,3,9,999,999,999,-9,1,1,999,41,99,9,999,9,999,3,1,4,1,4,99,9,999,9,999,3,1,4,1,4,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,76,1
502,5,1,1,1,2,1,3,4,2,3,4,5,1,1,1,2,1,1,1,2,2,2,2,2,2,2,2,1,2,1,1,3,2,1,1,7,0.5,100,12,1,5,97,1,1,97,1,1,2,5,4,4,4,4,4,1,3,4,1,5,4,5,9,999,999,999,1,-9,1,999,26,99,9,999,9,999,8,1,1,1,1,99,9,999,9,999,5,1,5,1,6,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,76,1
503,6,1,3,1,5,1,2,4,5,4,5,5,1,1,2,2,2,2,2,2,2,1,1,2,2,2,2,1,1,1,1,2,6,1,1,7,0.1,5,24,1,1,4,2,2,2,1,1,2,5,5,6,5,6,3,4,4,4,1,5,4,4,9,999,999,999,1,-9,1,999,25,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,3,1,3,1,3,99,9,999,9,999,1,1,5,1,6,67,2
504,2,1,1,2,3,1,4,3,4,4,5,5,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,3,1,2,3,1,7,0.05,5,47,1,2,2,2,2,1,4,1,2,2,6,5,6,6,5,4,2,2,1,4,4,4,9,999,999,999,-9,1,1,999,5,99,9,999,9,999,1,1,7,1,8,99,9,999,9,999,1,1,7,1,8,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,54,1
505,2,1,3,2,5,1,2,3,3,2,1,5,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,1,1,5,4,3,3,2,1,6,0.05,5,47,1,2,3,1,2,2,1,1,3,3,4,5,5,5,4,4,2,4,1,4,4,2,9,999,999,999,-9,1,1,999,25,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,8,1,1,1,2,99,9,999,9,999,3,1,1,1,3,44,2
506,5,1,1,2,1,1,1,3,4,3,5,5,1,2,1,2,1,1,1,1,1,2,2,2,2,2,2,1,1,2,1,1,1,1,1,7,0.1,5,24,1,5,6,3,4,1,5,2,4,5,3,5,4,4,4,1,1,2,1,4,4,4,9,999,999,999,-9,1,1,999,10,99,9,999,9,999,1,1,9,1,10,99,9,999,9,999,3,1,9,1,10,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,85,2
507,5,1,2,1,3,1,3,3,4,4,4,3,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,1,1,1,4,5,3,1,1,7,0.1,20,24,1,3,5,3,3,3,3,2,4,4,97,5,3,4,4,5,3,5,1,4,4,4,9,999,999,999,1,-9,1,999,25,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,8,1,5,1,4,99,9,999,9,999,3,1,7,1,7,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,44,2
508,5,1,1,1,1,1,2,2,1,1,5,5,1,1,1,2,2,1,1,2,2,1,2,2,2,2,2,1,1,4,5,6,5,1,2,6,0.05,5,47,1,1,1,1,2,1,1,1,1,1,6,6,6,4,4,4,1,4,1,3,4,3,9,999,999,999,1,-9,1,999,7,99,9,999,9,999,8,1,2,1,1,99,9,999,9,999,5,1,5,1,8,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,40,2
509,1,1,3,2,5,1,4,4,2,2,5,5,1,2,2,2,1,2,1,2,2,2,1,1,2,2,2,1,1,1,1,1,1,1,1,6,0.1,5,47,1,3,2,2,2,2,3,1,2,2,5,6,5,5,4,1,1,4,1,2,3,3,9,999,999,999,-9,1,1,999,0,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,3,1,1,1,4,99,9,999,9,999,3,1,2,1,5,60,2
510,3,1,2,1,1,1,2,2,5,5,4,5,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,1,1,1,1,1,5,3,1,5,0.05,5,47,1,1,1,2,3,3,1,1,2,1,6,6,6,6,5,4,3,4,1,4,4,2,9,999,999,999,1,-9,1,999,40,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,8,1,3,1,4,99,9,999,9,999,5,1,6,1,8,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,50,1
511,1,1,1,2,5,1,3,3,4,4,5,5,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,1,1,1,1,4,3,1,1,7,0.5,5,47,1,2,2,2,1,1,1,1,2,4,5,6,3,5,3,4,3,3,1,3,3,3,9,999,999,999,-9,1,1,999,16,99,9,999,9,999,8,1,6,1,8,99,9,999,9,999,8,1,5,1,7,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,63,2
512,3,1,1,2,3,1,4,4,4,4,3,5,1,1,1,2,1,1,1,2,2,1,2,2,2,2,2,1,1,1,2,2,3,1,1,7,0.1,1,47,1,3,3,1,1,2,1,1,4,3,6,6,6,6,5,4,1,4,1,3,1,3,9,999,999,999,-9,1,1,999,0,99,9,999,9,999,1,1,2,1,3,99,9,999,9,999,1,1,3,1,3,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,61,2
513,6,1,2,1,3,1,4,3,4,4,5,4,2,2,2,2,1,1,2,2,2,2,1,1,2,2,2,1,1,1,1,1,3,1,1,4,0.05,5,47,1,2,97,1,1,1,1,1,4,2,3,5,5,5,1,1,1,5,1,3,5,4,9,999,999,999,1,-9,1,999,76,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,8,1,1,1,1,99,9,999,9,999,3,1,3,1,7,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,38,2
514,2,1,3,2,4,1,4,4,4,4,5,4,1,2,1,2,2,2,1,1,1,2,2,2,2,2,2,1,2,4,3,5,6,3,2,6,0.05,5,47,1,2,97,1,2,3,1,2,1,1,6,5,6,5,4,6,2,6,1,2,2,4,9,999,999,999,-9,1,1,999,30,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,8,1,2,1,2,99,9,999,9,999,8,1,2,1,3,39,1
515,3,1,1,1,5,1,4,3,2,1,5,5,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,2,2,1,1,6,0.05,5,47,1,2,3,1,5,1,1,1,1,1,6,6,5,6,4,4,5,5,1,3,4,4,9,999,999,999,1,-9,1,999,38,99,9,999,9,999,3,1,2,1,2,99,9,999,9,999,3,1,2,1,6,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,49,1
516,3,1,1,1,1,1,5,1,1,1,5,5,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,1,2,7,7,7,7,2,2,7,0.97,5,47,1,1,6,5,2,1,1,1,1,1,6,6,6,6,4,6,2,6,1,5,3,3,9,999,999,999,1,-9,1,999,20,99,9,999,9,999,1,1,10,1,10,99,9,999,9,999,3,1,10,1,10,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,48,1
517,2,1,3,2,5,1,4,4,3,3,4,4,1,2,2,2,2,2,1,2,2,2,1,2,2,2,2,1,1,1,1,2,2,1,1,6,0.1,100,47,1,1,2,5,1,4,1,1,1,2,6,6,5,5,1,6,5,5,1,5,5,5,9,999,999,999,-9,1,1,999,10,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,5,1,6,1,7,99,9,999,9,999,3,1,8,1,8,41,2
518,1,1,2,1,5,1,4,3,3,3,5,5,1,2,2,2,2,2,2,2,1,2,1,2,2,2,2,1,1,1,2,3,5,1,1,6,0.1,100,-7,1,1,2,1,1,1,1,1,1,1,6,6,4,6,6,2,1,4,1,3,3,3,9,999,999,999,1,-9,1,999,75,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,3,1,5,1,9,99,9,999,9,999,5,1,5,1,10,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,66,2
519,2,1,1,2,5,1,4,4,2,3,3,4,1,2,2,2,2,2,1,2,2,2,2,1,2,2,2,1,1,1,1,1,1,2,1,7,0.1,5,47,1,3,3,1,2,2,1,3,97,1,5,6,5,6,4,4,2,97,1,3,4,3,9,999,999,999,-9,1,1,999,8,99,9,999,9,999,8,1,1,1,5,99,9,999,9,999,8,1,1,1,5,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,65,1
520,1,1,1,2,4,1,4,3,1,4,5,5,1,1,2,2,2,1,2,2,2,1,2,2,2,2,2,1,2,1,1,2,7,2,1,7,-7,20,5,1,3,6,5,4,1,2,1,2,5,6,6,4,6,2,5,3,4,1,2,3,3,9,999,999,999,-9,1,1,999,74,99,9,999,9,999,1,1,4,1,4,99,9,999,9,999,1,1,3,1,3,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,58,2
521,6,1,2,1,1,1,2,3,1,1,5,5,1,1,1,2,2,2,1,1,2,1,2,2,2,2,2,1,1,1,2,3,5,3,1,7,0.1,5,47,1,1,2,1,2,1,1,1,1,2,6,6,5,6,2,5,1,5,1,4,4,4,9,999,999,999,1,-9,1,999,10,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,1,1,6,1,10,99,9,999,9,999,1,1,6,1,10,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,57,2
522,2,1,1,2,5,1,2,3,4,3,5,5,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,1,1,1,1,4,1,1,5,0.1,0.2,47,1,4,4,97,4,3,5,1,4,4,4,6,6,6,5,1,4,6,1,3,2,2,9,999,999,999,-9,1,1,999,51,99,9,999,9,999,3,1,8,1,8,99,9,999,9,999,8,1,5,1,5,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,51,2
523,5,1,1,1,1,1,4,4,4,4,3,4,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,1,5,7,3,3,5,3,2,5,0.05,5,24,1,4,5,6,5,2,1,2,5,5,6,6,4,5,2,5,4,4,1,1,1,1,9,999,999,999,1,-9,1,999,75,99,9,999,9,999,2,1,1,1,1,99,9,999,9,999,5,1,1,1,5,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,56,1
524,3,1,3,2,1,1,3,3,4,5,5,5,1,2,1,2,1,2,2,2,1,2,2,2,2,2,2,1,1,4,1,2,5,3,2,5,0.05,5,47,1,5,1,3,3,2,1,1,2,6,6,6,5,5,3,5,2,5,1,5,4,4,9,999,999,999,-9,1,1,999,0,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,5,1,4,1,3,99,9,999,9,999,8,1,1,1,2,76,1
525,3,1,3,1,5,1,3,2,3,3,5,4,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,1,1,4,5,4,4,3,5,0.1,5,47,1,2,97,3,3,97,1,2,97,3,4,4,5,6,4,6,2,6,1,4,4,3,9,999,999,999,1,-9,1,999,25,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,8,1,2,1,6,99,9,999,9,999,3,1,2,1,5,32,2
526,5,1,2,2,5,1,4,4,5,5,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,1,1,1,1,1,3,1,7,0.1,-7,-7,1,1,97,1,3,2,5,1,3,5,97,97,6,6,6,1,5,4,1,5,5,5,9,999,999,999,-9,1,1,999,50,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,1,1,10,1,10,99,9,999,9,999,3,1,1,1,1,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,28,2
527,1,1,2,1,1,1,2,4,2,4,5,5,2,2,2,2,2,1,2,1,1,2,1,2,2,2,2,1,1,1,1,2,3,1,1,6,0.1,5,24,1,5,2,97,1,1,1,1,1,6,6,6,6,6,4,5,97,4,1,99,4,4,9,999,999,999,1,-9,1,999,50,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,8,1,1,1,1,99,9,999,9,999,8,1,1,1,1,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,30,2
528,1,1,3,2,1,1,2,4,2,4,5,4,2,2,1,2,1,1,1,1,1,2,1,1,2,2,2,1,1,1,1,3,3,1,1,7,0.1,100,24,1,2,97,1,2,2,1,1,3,2,6,6,6,6,4,3,1,4,1,2,3,2,9,999,999,999,-9,1,1,999,50,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,99,9,999,9,999,8,1,1,1,1,99,9,999,9,999,8,1,1,1,10,31,1
